Value for threshold delta;hCat with Epsilon=0.01;hCat with Epsilon=0.001;hCat with Epsilon=0.00010;hCat with Epsilon=0.000010
0.79540;4;4;4;4
0.79550;4;4;4;4
0.79560;4;4;4;4
0.79570;4;4;4;4
0.79580;4;4;4;4
0.79590;4;4;4;4
0.79600;4;4;4;4
0.79610;4;4;4;4
0.79620;4;4;4;4
0.79630;4;4;4;4
0.79640;4;4;4;4
0.79650;4;4;4;4
0.79660;4;4;4;4
0.79670;4;4;4;4
0.79680;4;4;4;4
0.79690;4;4;4;4
0.79700;4;4;4;4
0.79710;4;4;4;4
0.79720;4;4;4;4
0.79730;4;4;4;4
0.79740;4;4;4;4
0.79750;4;4;4;4
0.79760;4;4;4;4
0.79770;4;4;4;4
0.79780;4;4;4;4
0.79790;4;4;4;4
0.79800;4;4;4;4
0.79810;4;4;4;4
0.79820;4;4;4;4
0.79830;4;4;4;4
0.79840;4;4;4;4
0.79850;4;4;4;4
0.79860;4;4;4;4
0.79870;4;4;4;4
0.79880;4;4;4;4
0.79890;4;4;4;4
0.79900;4;4;4;4
0.79910;4;4;4;4
0.79920;4;4;4;4
0.79930;4;4;4;4
0.79940;4;4;4;4
0.79950;4;4;4;4
0.79960;4;4;4;4
0.79970;4;4;4;4
0.79980;4;4;4;4
0.79990;4;4;4;4
0.80000;4;4;4;4
0.80010;4;4;4;4
0.80020;4;4;4;4
0.80030;4;4;4;4
0.80040;4;4;4;4
0.80050;4;4;4;4
0.80060;4;4;4;4
0.80070;4;4;4;4
0.80080;4;4;4;4
0.80090;4;4;4;4
0.80100;4;4;4;4
0.80110;4;4;4;4
0.80120;4;4;4;4
0.80130;4;4;4;4
0.80140;4;4;4;4
0.80150;4;4;4;4
0.80160;4;4;4;4
0.80170;4;4;4;4
0.80180;4;4;4;4
0.80190;4;4;4;4
0.80200;4;4;4;4
0.80210;4;4;4;4
0.80220;4;4;4;4
0.80230;4;4;4;4
0.80240;4;4;4;4
0.80250;4;4;4;4
0.80260;4;4;4;4
0.80270;4;4;4;4
0.80280;4;4;4;4
0.80290;4;4;4;4
0.80300;4;4;4;4
0.80310;4;4;4;4
0.80320;4;4;4;4
0.80330;4;4;4;4
0.80340;4;4;4;4
0.80350;4;4;4;4
0.80360;4;4;4;4
0.80370;4;4;4;4
0.80380;4;4;4;4
0.80390;4;4;4;4
0.80400;4;4;4;4
0.80410;4;4;4;4
0.80420;4;4;4;4
0.80430;4;4;4;4
0.80440;4;4;4;4
0.80450;4;4;4;4
0.80460;4;4;4;4
0.80470;4;4;4;4
0.80480;4;4;4;4
0.80490;4;4;4;4
0.80500;4;4;4;4
0.80510;4;4;4;4
0.80520;4;4;4;4
0.80530;4;4;4;4
0.80540;4;4;4;4
0.80550;4;4;4;4
0.80560;4;4;4;4
0.80570;4;4;4;4
0.80580;4;4;4;4
0.80590;4;4;4;4
0.80600;4;4;4;4
0.80610;4;4;4;4
0.80620;4;4;4;4
0.80630;4;4;4;4
0.80640;4;4;4;4
0.80650;4;4;4;4
0.80660;4;4;4;4
0.80670;4;4;4;4
0.80680;4;4;4;4
0.80690;4;4;4;4
0.80700;4;4;4;4
0.80710;4;4;4;4
0.80720;4;4;4;4
0.80730;4;4;4;4
0.80740;4;4;4;4
0.80750;4;4;4;4
0.80760;4;4;4;4
0.80770;4;4;4;4
0.80780;4;4;4;4
0.80790;4;4;4;4
0.80800;4;4;4;4
0.80810;4;4;4;4
0.80820;4;4;4;4
0.80830;4;4;4;4
0.80840;4;4;4;4
0.80850;4;4;4;4
0.80860;4;4;4;4
0.80870;4;4;4;4
0.80880;4;4;4;4
0.80890;4;4;4;4
0.80900;4;4;4;4
0.80910;4;4;4;4
0.80920;4;4;4;4
0.80930;4;4;4;4
0.80940;4;4;4;4
0.80950;4;4;4;4
0.80960;4;4;4;4
0.80970;4;4;4;4
0.80980;4;4;4;4
0.80990;4;4;4;4
0.81000;4;4;4;4
0.81010;4;4;4;4
0.81020;4;4;4;4
0.81030;4;4;4;4
0.81040;4;4;4;4
0.81050;4;4;4;4
0.81060;4;4;4;4
0.81070;4;4;4;4
0.81080;4;4;4;4
0.81090;4;4;4;4
0.81100;4;4;4;4
0.81110;4;4;4;4
0.81120;4;4;4;4
0.81130;4;4;4;4
0.81140;4;4;4;4
0.81150;4;4;4;4
0.81160;4;4;4;4
0.81170;4;4;4;4
0.81180;4;4;4;4
0.81190;4;4;4;4
0.81200;4;4;4;4
0.81210;4;4;4;4
0.81220;4;4;4;4
0.81230;4;4;4;4
0.81240;4;4;4;4
0.81250;4;4;4;4
0.81260;4;4;4;4
0.81270;4;4;4;4
0.81280;4;4;4;4
0.81290;4;4;4;4
0.81300;4;4;4;4
0.81310;4;4;4;4
0.81320;4;4;4;4
0.81330;4;4;4;4
0.81340;4;4;4;4
0.81350;4;4;4;4
0.81360;4;4;4;4
0.81370;4;4;4;4
0.81380;4;4;4;4
0.81390;4;4;4;4
0.81400;4;4;4;4
0.81410;4;4;4;4
0.81420;4;4;4;4
0.81430;4;4;4;4
0.81440;4;4;4;4
0.81450;4;4;4;4
0.81460;4;4;4;4
0.81470;4;4;4;4
0.81480;4;4;4;4
0.81490;4;4;4;4
0.81500;4;4;4;4
0.81510;4;4;4;4
0.81520;4;4;4;4
0.81530;4;4;4;4
0.81540;4;4;4;4
0.81550;4;4;4;4
0.81560;4;4;4;4
0.81570;4;4;4;4
0.81580;4;4;4;4
0.81590;4;4;4;4
0.81600;4;4;4;4
0.81610;4;4;4;4
0.81620;4;4;4;4
0.81630;4;4;4;4
0.81640;4;4;4;4
0.81650;4;4;4;4
0.81660;4;4;4;4
0.81670;4;4;4;4
0.81680;4;4;4;4
0.81690;4;4;4;4
0.81700;4;4;4;4
0.81710;4;4;4;4
0.81720;4;4;4;4
0.81730;4;4;4;4
0.81740;4;4;4;4
0.81750;4;4;4;4
0.81760;4;4;4;4
0.81770;4;4;4;4
0.81780;4;4;4;4
0.81790;4;4;4;4
0.81800;4;4;4;4
0.81810;4;4;4;4
0.81820;4;4;4;4
0.81830;4;4;4;4
0.81840;4;4;4;4
0.81850;4;4;4;4
0.81860;4;4;4;4
0.81870;4;4;4;4
0.81880;4;4;4;4
0.81890;4;4;4;4
0.81900;4;4;4;4
0.81910;4;4;4;4
0.81920;4;4;4;4
0.81930;4;4;4;4
0.81940;4;4;4;4
0.81950;4;4;4;4
0.81960;4;4;4;4
0.81970;4;4;4;4
0.81980;4;4;4;4
0.81990;4;4;4;4
0.82000;4;4;4;4
0.82010;4;4;4;4
0.82020;4;4;4;4
0.82030;4;4;4;4
0.82040;4;4;4;4
0.82050;4;4;4;4
0.82060;4;4;4;4
0.82070;4;4;4;4
0.82080;4;4;4;4
0.82090;4;4;4;4
0.82100;4;4;4;4
0.82110;4;4;4;4
0.82120;4;4;4;4
0.82130;4;4;4;4
0.82140;4;4;4;4
0.82150;4;4;4;4
0.82160;4;4;4;4
0.82170;4;4;4;4
0.82180;4;4;4;4
0.82190;4;4;4;4
0.82200;4;4;4;4
0.82210;4;4;4;4
0.82220;4;4;4;4
0.82230;4;4;4;4
0.82240;4;4;4;4
0.82250;4;4;4;4
0.82260;4;4;4;4
0.82270;4;4;4;4
0.82280;4;4;4;4
0.82290;4;4;4;4
0.82300;4;4;4;4
0.82310;4;4;4;4
0.82320;4;4;4;4
0.82330;4;4;4;4
0.82340;4;4;4;4
0.82350;4;4;4;4
0.82360;4;4;4;4
0.82370;4;4;4;4
0.82380;4;4;4;4
0.82390;4;4;4;4
0.82400;4;4;4;4
0.82410;4;4;4;4
0.82420;4;4;4;4
0.82430;4;4;4;4
0.82440;4;4;4;4
0.82450;4;4;4;4
0.82460;4;4;4;4
0.82470;4;4;4;4
0.82480;4;4;4;4
0.82490;4;4;4;4
0.82500;4;4;4;4
0.82510;4;4;4;4
0.82520;4;4;4;4
0.82530;4;4;4;4
0.82540;4;4;4;4
0.82550;4;4;4;4
0.82560;4;4;4;4
0.82570;4;4;4;4
0.82580;4;4;4;4
0.82590;4;4;4;4
0.82600;4;4;4;4
0.82610;4;4;4;4
0.82620;4;4;4;4
0.82630;4;4;4;4
0.82640;4;4;4;4
0.82650;4;4;4;4
0.82660;4;4;4;4
0.82670;4;4;4;4
0.82680;4;4;4;4
0.82690;4;4;4;4
0.82700;4;4;4;4
0.82710;4;4;4;4
0.82720;4;4;4;4
0.82730;4;4;4;4
0.82740;4;4;4;4
0.82750;4;4;4;4
0.82760;4;4;4;4
0.82770;4;4;4;4
0.82780;4;4;4;4
0.82790;4;4;4;4
0.82800;4;4;4;4
0.82810;4;4;4;4
0.82820;4;4;4;4
0.82830;4;4;4;4
0.82840;4;4;4;4
0.82850;4;4;4;4
0.82860;4;4;4;4
0.82870;4;4;4;4
0.82880;4;4;4;4
0.82890;4;4;4;4
0.82900;4;4;4;4
0.82910;4;4;4;4
0.82920;4;4;4;4
0.82930;4;4;4;4
0.82940;4;4;4;4
0.82950;4;4;4;4
0.82960;4;4;4;4
0.82970;4;4;4;4
0.82980;4;4;4;4
0.82990;4;4;4;4
0.83000;4;4;4;4
0.83010;4;4;4;4
0.83020;4;4;4;4
0.83030;4;4;4;4
0.83040;4;4;4;4
0.83050;4;4;4;4
0.83060;4;4;4;4
0.83070;4;4;4;4
0.83080;4;4;4;4
0.83090;4;4;4;4
0.83100;4;4;4;4
0.83110;4;4;4;4
0.83120;4;4;4;4
0.83130;4;4;4;4
0.83140;4;4;4;4
0.83150;4;4;4;4
0.83160;4;4;4;4
0.83170;4;4;4;4
0.83180;4;4;4;4
0.83190;4;4;4;4
0.83200;4;4;4;4
0.83210;4;4;4;4
0.83220;4;4;4;4
0.83230;4;4;4;4
0.83240;4;4;4;4
0.83250;4;4;4;4
0.83260;4;4;4;4
0.83270;4;4;4;4
0.83280;4;4;4;4
0.83290;4;4;4;4
0.83300;4;4;4;4
0.83310;4;4;4;4
0.83320;4;4;4;4
0.83330;4;4;4;4
0.83340;4;4;4;4
0.83350;4;4;4;4
0.83360;4;4;4;4
0.83370;4;4;4;4
0.83380;4;4;4;4
0.83390;4;4;4;4
0.83400;4;4;4;4
0.83410;4;4;4;4
0.83420;4;4;4;4
0.83430;4;4;4;4
0.83440;4;4;4;4
0.83450;4;4;4;4
0.83460;4;4;4;4
0.83470;4;4;4;4
0.83480;4;4;4;4
0.83490;4;4;4;4
0.83500;4;4;4;4
0.83510;4;4;4;4
0.83520;4;4;4;4
0.83530;4;4;4;4
0.83540;4;4;4;4
0.83550;4;4;4;4
0.83560;4;4;4;4
0.83570;4;4;4;4
0.83580;4;4;4;4
0.83590;4;4;4;4
0.83600;4;4;4;4
0.83610;4;4;4;4
0.83620;4;4;4;4
0.83630;4;4;4;4
0.83640;4;4;4;4
0.83650;4;4;4;4
0.83660;4;4;4;4
0.83670;4;4;4;4
0.83680;4;4;4;4
0.83690;4;4;4;4
0.83700;4;4;4;4
0.83710;4;4;4;4
0.83720;4;4;4;4
0.83730;4;4;4;4
0.83740;4;4;4;4
0.83750;4;4;4;4
0.83760;4;4;4;4
0.83770;4;4;4;4
0.83780;4;4;4;4
0.83790;4;4;4;4
0.83800;4;4;4;4
0.83810;4;4;4;4
0.83820;4;4;4;4
0.83830;4;4;4;4
0.83840;4;4;4;4
0.83850;4;4;4;4
0.83860;4;4;4;4
0.83870;4;4;4;4
0.83880;4;4;4;4
0.83890;4;4;4;4
0.83900;4;4;4;4
0.83910;4;4;4;4
0.83920;4;4;4;4
0.83930;4;4;4;4
0.83940;4;4;4;4
0.83950;4;4;4;4
0.83960;4;4;4;4
0.83970;4;4;4;4
0.83980;4;4;4;4
0.83990;4;4;4;4
0.84000;4;4;4;4
0.84010;4;4;4;4
0.84020;4;4;4;4
0.84030;4;4;4;4
0.84040;4;4;4;4
0.84050;4;4;4;4
0.84060;4;4;4;4
0.84070;4;4;4;4
0.84080;4;4;4;4
0.84090;4;4;4;4
0.84100;4;4;4;4
0.84110;4;4;4;4
0.84120;4;4;4;4
0.84130;4;4;4;4
0.84140;4;4;4;4
0.84150;4;4;4;4
0.84160;4;4;4;4
0.84170;4;4;4;4
0.84180;4;4;4;4
0.84190;4;4;4;4
0.84200;4;4;4;4
0.84210;4;4;4;4
0.84220;4;4;4;4
0.84230;4;4;4;4
0.84240;4;4;4;4
0.84250;4;4;4;4
0.84260;4;4;4;4
0.84270;4;4;4;4
0.84280;4;4;4;4
0.84290;4;4;4;4
0.84300;4;4;4;4
0.84310;4;4;4;4
0.84320;4;4;4;4
0.84330;4;4;4;4
0.84340;4;4;4;4
0.84350;4;4;4;4
0.84360;4;4;4;4
0.84370;4;4;4;4
0.84380;4;4;4;4
0.84390;4;4;4;4
0.84400;4;4;4;4
0.84410;4;4;4;4
0.84420;4;4;4;4
0.84430;4;4;4;4
0.84440;4;4;4;4
0.84450;4;4;4;4
0.84460;4;4;4;4
0.84470;4;4;4;4
0.84480;4;4;4;4
0.84490;4;4;4;4
0.84500;4;4;4;4
0.84510;4;4;4;4
0.84520;4;4;4;4
0.84530;4;4;4;4
0.84540;4;4;4;4
0.84550;4;4;4;4
0.84560;4;4;4;4
0.84570;4;4;4;4
0.84580;4;4;4;4
0.84590;4;4;4;4
0.84600;4;4;4;4
0.84610;4;4;4;4
0.84620;4;4;4;4
0.84630;4;4;4;4
0.84640;4;4;4;4
0.84650;4;4;4;4
0.84660;4;4;4;4
0.84670;4;4;4;4
0.84680;4;4;4;4
0.84690;4;4;4;4
0.84700;4;4;4;4
0.84710;4;4;4;4
0.84720;4;4;4;4
0.84730;4;4;4;4
0.84740;4;4;4;4
0.84750;4;4;4;4
0.84760;4;4;4;4
0.84770;4;4;4;4
0.84780;4;4;4;4
0.84790;4;4;4;4
0.84800;4;4;4;4
0.84810;4;4;4;4
0.84820;4;4;4;4
0.84830;4;4;4;4
0.84840;4;4;4;4
0.84850;4;4;4;4
0.84860;4;4;4;4
0.84870;4;4;4;4
0.84880;4;4;4;4
0.84890;4;4;4;4
0.84900;4;4;4;4
0.84910;4;4;4;4
0.84920;4;4;4;4
0.84930;4;4;4;4
0.84940;4;4;4;4
0.84950;4;4;4;4
0.84960;4;4;4;4
0.84970;4;4;4;4
0.84980;4;4;4;4
0.84990;4;4;4;4
0.85000;4;4;4;4
0.85010;4;4;4;4
0.85020;4;4;4;4
0.85030;4;4;4;4
0.85040;4;4;4;4
0.85050;4;4;4;4
0.85060;4;4;4;4
0.85070;4;4;4;4
0.85080;4;4;4;4
0.85090;4;4;4;4
0.85100;4;4;4;4
0.85110;4;4;4;4
0.85120;4;4;4;4
0.85130;4;4;4;4
0.85140;4;4;4;4
0.85150;4;4;4;4
0.85160;4;4;4;4
0.85170;4;4;4;4
0.85180;4;4;4;4
0.85190;4;4;4;4
0.85200;4;4;4;4
0.85210;4;4;4;4
0.85220;4;4;4;4
0.85230;4;4;4;4
0.85240;4;4;4;4
0.85250;4;4;4;4
0.85260;4;4;4;4
0.85270;4;4;4;4
0.85280;4;4;4;4
0.85290;4;4;4;4
0.85300;4;4;4;4
0.85310;4;4;4;4
0.85320;4;4;4;4
0.85330;4;4;4;4
0.85340;4;4;4;4
0.85350;4;4;4;4
0.85360;4;4;4;4
0.85370;4;4;4;4
0.85380;4;4;4;4
0.85390;4;4;4;4
0.85400;4;4;4;4
0.85410;4;4;4;4
0.85420;4;4;4;4
0.85430;4;4;4;4
0.85440;4;4;4;4
0.85450;4;4;4;4
0.85460;4;4;4;4
0.85470;4;4;4;4
0.85480;4;4;4;4
0.85490;4;4;4;4
0.85500;4;4;4;4
0.85510;4;4;4;4
0.85520;4;4;4;4
0.85530;4;4;4;4
0.85540;4;4;4;4
0.85550;4;4;4;4
0.85560;4;4;4;4
0.85570;4;4;4;4
0.85580;4;4;4;4
0.85590;4;4;4;4
0.85600;4;4;4;4
0.85610;4;4;4;4
0.85620;4;4;4;4
0.85630;4;4;4;4
0.85640;4;4;4;4
0.85650;4;4;4;4
0.85660;4;4;4;4
0.85670;4;4;4;4
0.85680;4;4;4;4
0.85690;4;4;4;4
0.85700;4;4;4;4
0.85710;4;4;4;4
0.85720;4;4;4;4
0.85730;4;4;4;4
0.85740;4;4;4;4
0.85750;4;4;4;4
0.85760;4;4;4;4
0.85770;4;4;4;4
0.85780;4;4;4;4
0.85790;4;4;4;4
0.85800;4;4;4;4
0.85810;4;4;4;4
0.85820;4;4;4;4
0.85830;4;4;4;4
0.85840;4;4;4;4
0.85850;4;4;4;4
0.85860;4;4;4;4
0.85870;4;4;4;4
0.85880;4;4;4;4
0.85890;4;4;4;4
0.85900;4;4;4;4
0.85910;4;4;4;4
0.85920;4;4;4;4
0.85930;4;4;4;4
0.85940;4;4;4;4
0.85950;4;4;4;4
0.85960;4;4;4;4
0.85970;4;4;4;4
0.85980;4;4;4;4
0.85990;4;4;4;4
0.86000;4;4;4;4
0.86010;4;4;4;4
0.86020;4;4;4;4
0.86030;4;4;4;4
0.86040;4;4;4;4
0.86050;4;4;4;4
0.86060;4;4;4;4
0.86070;4;4;4;4
0.86080;4;4;4;4
0.86090;4;4;4;4
0.86100;4;4;4;4
0.86110;4;4;4;4
0.86120;4;4;4;4
0.86130;4;4;4;4
0.86140;4;4;4;4
0.86150;4;4;4;4
0.86160;4;4;4;4
0.86170;4;4;4;4
0.86180;4;4;4;4
0.86190;4;4;4;4
0.86200;4;4;4;4
0.86210;4;4;4;4
0.86220;4;4;4;4
0.86230;4;4;4;4
0.86240;4;4;4;4
0.86250;4;4;4;4
0.86260;4;4;4;4
0.86270;4;4;4;4
0.86280;4;4;4;4
0.86290;4;4;4;4
0.86300;4;4;4;4
0.86310;4;4;4;4
0.86320;4;4;4;4
0.86330;4;4;4;4
0.86340;4;4;4;4
0.86350;4;4;4;4
0.86360;4;4;4;4
0.86370;4;4;4;4
0.86380;4;4;4;4
0.86390;4;4;4;4
0.86400;4;4;4;4
0.86410;4;4;4;4
0.86420;4;4;4;4
0.86430;4;4;4;4
0.86440;4;4;4;4
0.86450;4;4;4;4
0.86460;4;4;4;4
0.86470;4;4;4;4
0.86480;4;4;4;4
0.86490;4;4;4;4
0.86500;4;4;4;4
0.86510;4;4;4;4
0.86520;4;4;4;4
0.86530;4;4;4;4
0.86540;4;4;4;4
0.86550;4;4;4;4
0.86560;4;4;4;4
0.86570;4;4;4;4
0.86580;4;4;4;4
0.86590;4;4;4;4
0.86600;4;4;4;4
0.86610;4;4;4;4
0.86620;4;4;4;4
0.86630;4;4;4;4
0.86640;4;4;4;4
0.86650;4;4;4;4
0.86660;4;4;4;4
0.86670;4;4;4;4
0.86680;4;4;4;4
0.86690;4;4;4;4
0.86700;4;4;4;4
0.86710;4;4;4;4
0.86720;4;4;4;4
0.86730;4;4;4;4
0.86740;4;4;4;4
0.86750;4;4;4;4
0.86760;4;4;4;4
0.86770;4;4;4;4
0.86780;4;4;4;4
0.86790;4;4;4;4
0.86800;4;4;4;4
0.86810;4;4;4;4
0.86820;4;4;4;4
0.86830;4;4;4;4
0.86840;4;4;4;4
0.86850;4;4;4;4
0.86860;4;4;4;4
0.86870;4;4;4;4
0.86880;4;4;4;4
0.86890;4;4;4;4
0.86900;4;4;4;4
0.86910;4;4;4;4
0.86920;4;4;4;4
0.86930;4;4;4;4
0.86940;4;4;4;4
0.86950;4;4;4;4
0.86960;4;4;4;4
0.86970;4;4;4;4
0.86980;4;4;4;4
0.86990;4;4;4;4
0.87000;4;4;4;4
0.87010;4;4;4;4
0.87020;4;4;4;4
0.87030;4;4;4;4
0.87040;4;4;4;4
0.87050;4;4;4;4
0.87060;4;4;4;4
0.87070;4;4;4;4
0.87080;4;4;4;4
0.87090;4;4;4;4
0.87100;4;4;4;4
0.87110;4;4;4;4
0.87120;4;4;4;4
0.87130;4;4;4;4
0.87140;4;4;4;4
0.87150;4;4;4;4
0.87160;4;4;4;4
0.87170;4;4;4;4
0.87180;4;4;4;4
0.87190;4;4;4;4
0.87200;4;4;4;4
0.87210;4;4;4;4
0.87220;4;4;4;4
0.87230;4;4;4;4
0.87240;4;4;4;4
0.87250;4;4;4;4
0.87260;4;4;4;4
0.87270;4;4;4;4
0.87280;4;4;4;4
0.87290;4;4;4;4
0.87300;4;4;4;4
0.87310;4;4;4;4
0.87320;4;4;4;4
0.87330;4;4;4;4
0.87340;4;4;4;4
0.87350;4;4;4;4
0.87360;4;4;4;4
0.87370;4;4;4;4
0.87380;4;4;4;4
0.87390;4;4;4;4
0.87400;4;4;4;4
0.87410;4;4;4;4
0.87420;4;4;4;4
0.87430;4;4;4;4
0.87440;4;4;4;4
0.87450;4;4;4;4
0.87460;4;4;4;4
0.87470;4;4;4;4
0.87480;4;4;4;4
0.87490;4;4;4;4
0.87500;4;4;4;4
0.87510;4;4;4;4
0.87520;4;4;4;4
0.87530;4;4;4;4
0.87540;4;4;4;4
0.87550;4;4;4;4
0.87560;4;4;4;4
0.87570;4;4;4;4
0.87580;4;4;4;4
0.87590;4;4;4;4
0.87600;4;4;4;4
0.87610;4;4;4;4
0.87620;4;4;4;4
0.87630;4;4;4;4
0.87640;4;4;4;4
0.87650;4;4;4;4
0.87660;4;4;4;4
0.87670;4;4;4;4
0.87680;4;4;4;4
0.87690;4;4;4;4
0.87700;4;4;4;4
0.87710;4;4;4;4
0.87720;4;4;4;4
0.87730;4;4;4;4
0.87740;4;4;4;4
0.87750;4;4;4;4
0.87760;4;4;4;4
0.87770;4;4;4;4
0.87780;4;4;4;4
0.87790;4;4;4;4
0.87800;4;4;4;4
0.87810;4;4;4;4
0.87820;4;4;4;4
0.87830;4;4;4;4
0.87840;4;4;4;4
0.87850;4;4;4;4
0.87860;4;4;4;4
0.87870;4;4;4;4
0.87880;4;4;4;4
0.87890;4;4;4;4
0.87900;4;4;4;4
0.87910;4;4;4;4
0.87920;4;4;4;4
0.87930;4;4;4;4
0.87940;4;4;4;4
0.87950;4;4;4;4
0.87960;4;4;4;4
0.87970;4;4;4;4
0.87980;4;4;4;4
0.87990;4;4;4;4
0.88000;4;4;4;4
0.88010;4;4;4;4
0.88020;4;4;4;4
0.88030;4;4;4;4
0.88040;4;4;4;4
0.88050;4;4;4;4
0.88060;4;4;4;4
0.88070;4;4;4;4
0.88080;4;4;4;4
0.88090;4;4;4;4
0.88100;4;4;4;4
0.88110;4;4;4;4
0.88120;4;4;4;4
0.88130;4;4;4;4
0.88140;4;4;4;4
0.88150;4;4;4;4
0.88160;4;4;4;4
0.88170;4;4;4;4
0.88180;4;4;4;4
0.88190;4;4;4;4
0.88200;4;4;4;4
0.88210;4;4;4;4
0.88220;4;4;4;4
0.88230;4;4;4;4
0.88240;4;4;4;4
0.88250;4;4;4;4
0.88260;4;4;4;4
0.88270;4;4;4;4
0.88280;4;4;4;4
0.88290;4;4;4;4
0.88300;4;4;4;4
0.88310;4;4;4;4
0.88320;4;4;4;4
0.88330;4;4;4;4
0.88340;4;4;4;4
0.88350;4;4;4;4
0.88360;4;4;4;4
0.88370;4;4;4;4
0.88380;4;4;4;4
0.88390;4;4;4;4
0.88400;4;4;4;4
0.88410;4;4;4;4
0.88420;4;4;4;4
0.88430;4;4;4;4
0.88440;4;4;4;4
0.88450;4;4;4;4
0.88460;4;4;4;4
0.88470;4;4;4;4
0.88480;4;4;4;4
0.88490;4;4;4;4
0.88500;4;4;4;4
0.88510;4;4;4;4
0.88520;4;4;4;4
0.88530;4;4;4;4
0.88540;4;4;4;4
0.88550;4;4;4;4
0.88560;4;4;4;4
0.88570;4;4;4;4
0.88580;4;4;4;4
0.88590;4;4;4;4
0.88600;4;4;4;4
0.88610;4;4;4;4
0.88620;4;4;4;4
0.88630;4;4;4;4
0.88640;4;4;4;4
0.88650;4;4;4;4
0.88660;4;4;4;4
0.88670;4;4;4;4
0.88680;4;4;4;4
0.88690;4;4;4;4
0.88700;4;4;4;4
0.88710;4;4;4;4
0.88720;4;4;4;4
0.88730;4;4;4;4
0.88740;4;4;4;4
0.88750;4;4;4;4
0.88760;4;4;4;4
0.88770;4;4;4;4
0.88780;4;4;4;4
0.88790;4;4;4;4
0.88800;4;4;4;4
0.88810;4;4;4;4
0.88820;4;4;4;4
0.88830;4;4;4;4
0.88840;4;4;4;4
0.88850;4;4;4;4
0.88860;4;4;4;4
0.88870;4;4;4;4
0.88880;4;4;4;4
0.88890;4;4;4;4
0.88900;4;4;4;4
0.88910;4;4;4;4
0.88920;4;4;4;4
0.88930;4;4;4;4
0.88940;4;4;4;4
0.88950;4;4;4;4
0.88960;4;4;4;4
0.88970;4;4;4;4
0.88980;4;4;4;4
0.88990;4;4;4;4
0.89000;4;4;4;4
0.89010;4;4;4;4
0.89020;4;4;4;4
0.89030;4;4;4;4
0.89040;4;4;4;4
0.89050;4;4;4;4
0.89060;4;4;4;4
0.89070;4;4;4;4
0.89080;4;4;4;4
0.89090;4;4;4;4
0.89100;4;4;4;4
0.89110;4;4;4;4
0.89120;4;4;4;4
0.89130;4;4;4;4
0.89140;4;4;4;4
0.89150;4;4;4;4
0.89160;4;4;4;4
0.89170;4;4;4;4
0.89180;4;4;4;4
0.89190;4;4;4;4
0.89200;4;4;4;4
0.89210;4;4;4;4
0.89220;4;4;4;4
0.89230;4;4;4;4
0.89240;4;4;4;4
0.89250;4;4;4;4
0.89260;4;4;4;4
0.89270;4;4;4;4
0.89280;4;4;4;4
0.89290;4;4;4;4
0.89300;4;4;4;4
0.89310;4;4;4;4
0.89320;4;4;4;4
0.89330;4;4;4;4
0.89340;4;4;4;4
0.89350;4;4;4;4
0.89360;4;4;4;4
0.89370;4;4;4;4
0.89380;4;4;4;4
0.89390;4;4;4;4
0.89400;4;4;4;4
0.89410;4;4;4;4
0.89420;4;4;4;4
0.89430;4;4;4;4
0.89440;4;4;4;4
0.89450;4;4;4;4
0.89460;4;4;4;4
0.89470;4;4;4;4
0.89480;4;4;4;4
0.89490;4;4;4;4
0.89500;4;4;4;4
0.89510;4;4;4;4
0.89520;4;4;4;4
0.89530;4;4;4;4
0.89540;4;4;4;4
0.89550;4;4;4;4
0.89560;4;4;4;4
0.89570;4;4;4;4
0.89580;4;4;4;4
0.89590;4;4;4;4
0.89600;4;4;4;4
0.89610;4;4;4;4
0.89620;4;4;4;4
0.89630;4;4;4;4
0.89640;4;4;4;4
0.89650;4;4;4;4
0.89660;4;4;4;4
0.89670;4;4;4;4
0.89680;4;4;4;4
0.89690;4;4;4;4
0.89700;4;4;4;4
0.89710;4;4;4;4
0.89720;4;4;4;4
0.89730;4;4;4;4
0.89740;4;4;4;4
0.89750;4;4;4;4
0.89760;4;4;4;4
0.89770;4;4;4;4
0.89780;4;4;4;4
0.89790;4;4;4;4
0.89800;4;4;4;4
0.89810;4;4;4;4
0.89820;4;4;4;4
0.89830;4;4;4;4
0.89840;4;4;4;4
0.89850;4;4;4;4
0.89860;4;4;4;4
0.89870;4;4;4;4
0.89880;4;4;4;4
0.89890;4;4;4;4
0.89900;4;4;4;4
0.89910;4;4;4;4
0.89920;4;4;4;4
0.89930;4;4;4;4
0.89940;4;4;4;4
0.89950;4;4;4;4
0.89960;4;4;4;4
0.89970;4;4;4;4
0.89980;4;4;4;4
0.89990;4;4;4;4
0.90000;4;4;4;4
0.90010;4;4;4;4
0.90020;4;4;4;4
0.90030;4;4;4;4
0.90040;4;4;4;4
0.90050;4;4;4;4
0.90060;4;4;4;4
0.90070;4;4;4;4
0.90080;4;4;4;4
0.90090;4;4;4;4
0.90100;4;4;4;4
0.90110;4;4;4;4
0.90120;4;4;4;4
0.90130;4;4;4;4
0.90140;4;4;4;4
0.90150;4;4;4;4
0.90160;4;4;4;4
0.90170;4;4;4;4
0.90180;4;4;4;4
0.90190;4;4;4;4
0.90200;4;4;4;4
0.90210;4;4;4;4
0.90220;4;4;4;4
0.90230;4;4;4;4
0.90240;4;4;4;4
