Value for threshold delta;hCat with Epsilon=0.01;hCat with Epsilon=0.001;hCat with Epsilon=0.00010;hCat with Epsilon=0.000010
0.32130;2;2;2;2
0.32140;2;2;2;2
0.32150;2;2;2;2
0.32160;2;2;2;2
0.32170;2;2;2;2
0.32180;2;2;2;2
0.32190;2;2;2;2
0.32200;2;2;2;2
0.32210;2;2;2;2
0.32220;2;2;2;2
0.32230;2;2;2;2
0.32240;2;2;2;2
0.32250;2;2;2;2
0.32260;2;2;2;2
0.32270;2;2;2;2
0.32280;2;2;2;2
0.32290;2;2;2;2
0.32300;2;2;2;2
0.32310;2;2;2;2
0.32320;2;2;2;2
0.32330;2;2;2;2
0.32340;2;2;2;2
0.32350;2;2;2;2
0.32360;2;2;2;2
0.32370;2;2;2;2
0.32380;2;2;2;2
0.32390;2;2;2;2
0.32400;2;2;2;2
0.32410;2;2;2;2
0.32420;2;2;2;2
0.32430;2;2;2;2
0.32440;2;2;2;2
0.32450;2;2;2;2
0.32460;2;2;2;2
0.32470;2;2;2;2
0.32480;2;2;2;2
0.32490;2;2;2;2
0.32500;2;2;2;2
0.32510;2;2;2;2
0.32520;2;2;2;2
0.32530;2;2;2;2
0.32540;2;2;2;2
0.32550;2;2;2;2
0.32560;2;2;2;2
0.32570;2;2;2;2
0.32580;2;2;2;2
0.32590;2;2;2;2
0.32600;2;2;2;2
0.32610;2;2;2;2
0.32620;2;2;2;2
0.32630;2;2;2;2
0.32640;2;2;2;2
0.32650;2;2;2;2
0.32660;2;2;2;2
0.32670;2;2;2;2
0.32680;2;2;2;2
0.32690;2;2;2;2
0.32700;2;2;2;2
0.32710;2;2;2;2
0.32720;2;2;2;2
0.32730;2;2;2;2
0.32740;2;2;2;2
0.32750;2;2;2;2
0.32760;2;2;2;2
0.32770;2;2;2;2
0.32780;2;2;2;2
0.32790;2;2;2;2
0.32800;2;2;2;2
0.32810;2;2;2;2
0.32820;2;2;2;2
0.32830;2;2;2;2
0.32840;2;2;2;2
0.32850;2;2;2;2
0.32860;2;2;2;2
0.32870;2;2;2;2
0.32880;2;2;2;2
0.32890;2;2;2;2
0.32900;2;2;2;2
0.32910;2;2;2;2
0.32920;2;2;2;2
0.32930;2;2;2;2
0.32940;2;2;2;2
0.32950;2;2;2;2
0.32960;2;2;2;2
0.32970;2;2;2;2
0.32980;2;2;2;2
0.32990;2;2;2;2
0.33000;2;2;2;2
0.33010;2;2;2;2
0.33020;2;2;2;2
0.33030;2;2;2;2
0.33040;2;2;2;2
0.33050;2;2;2;2
0.33060;2;2;2;2
0.33070;2;2;2;2
0.33080;2;2;2;2
0.33090;2;2;2;2
0.33100;2;2;2;2
0.33110;2;2;2;2
0.33120;2;2;2;2
0.33130;2;2;2;2
0.33140;2;2;2;2
0.33150;2;2;2;2
0.33160;2;2;2;2
0.33170;2;2;2;2
0.33180;2;2;2;2
0.33190;2;2;2;2
0.33200;2;2;2;2
0.33210;2;2;2;2
0.33220;2;2;2;2
0.33230;2;2;2;2
0.33240;2;2;2;2
0.33250;2;2;2;2
0.33260;2;2;2;2
0.33270;2;2;2;2
0.33280;2;2;2;2
0.33290;2;2;2;2
0.33300;2;2;2;2
0.33310;2;2;2;2
0.33320;2;2;2;2
0.33330;2;2;2;2
0.33340;2;2;2;2
0.33350;2;2;2;2
0.33360;2;2;2;2
0.33370;2;2;2;2
0.33380;2;2;2;2
0.33390;2;2;2;2
0.33400;2;2;2;2
0.33410;2;2;2;2
0.33420;2;2;2;2
0.33430;2;2;2;2
0.33440;2;2;2;2
0.33450;2;2;2;2
0.33460;2;2;2;2
0.33470;2;2;2;2
0.33480;2;2;2;2
0.33490;2;2;2;2
0.33500;2;2;2;2
0.33510;2;2;2;2
0.33520;2;2;2;2
0.33530;2;2;2;2
0.33540;2;2;2;2
0.33550;2;2;2;2
0.33560;2;2;2;2
0.33570;2;2;2;2
0.33580;2;2;2;2
0.33590;2;2;2;2
0.33600;2;2;2;2
0.33610;2;2;2;2
0.33620;2;2;2;2
0.33630;2;2;2;2
0.33640;2;2;2;2
0.33650;2;2;2;2
0.33660;2;2;2;2
0.33670;2;2;2;2
0.33680;2;2;2;2
0.33690;2;2;2;2
0.33700;2;2;2;2
0.33710;2;2;2;2
0.33720;2;2;2;2
0.33730;2;2;2;2
0.33740;2;2;2;2
0.33750;2;2;2;2
0.33760;2;2;2;2
0.33770;2;2;2;2
0.33780;2;2;2;2
0.33790;2;2;2;2
0.33800;2;2;2;2
0.33810;2;2;2;2
0.33820;2;2;2;2
0.33830;2;2;2;2
0.33840;2;2;2;2
0.33850;2;2;2;2
0.33860;2;2;2;2
0.33870;2;2;2;2
0.33880;2;2;2;2
0.33890;2;2;2;2
0.33900;2;2;2;2
0.33910;2;2;2;2
0.33920;2;2;2;2
0.33930;2;2;2;2
0.33940;2;2;2;2
0.33950;2;2;2;2
0.33960;2;2;2;2
0.33970;2;2;2;2
0.33980;2;2;2;2
0.33990;2;2;2;2
0.34000;2;2;2;2
0.34010;2;2;2;2
0.34020;2;2;2;2
0.34030;2;2;2;2
0.34040;2;2;2;2
0.34050;2;2;2;2
0.34060;2;2;2;2
0.34070;2;2;2;2
0.34080;2;2;2;2
0.34090;2;2;2;2
0.34100;2;2;2;2
0.34110;2;2;2;2
0.34120;2;2;2;2
0.34130;2;2;2;2
0.34140;2;2;2;2
0.34150;2;2;2;2
0.34160;2;2;2;2
0.34170;2;2;2;2
0.34180;2;2;2;2
0.34190;2;2;2;2
0.34200;2;2;2;2
0.34210;2;2;2;2
0.34220;2;2;2;2
0.34230;2;2;2;2
0.34240;2;2;2;2
0.34250;2;2;2;2
0.34260;2;2;2;2
0.34270;2;2;2;2
0.34280;2;2;2;2
0.34290;2;2;2;2
0.34300;2;2;2;2
0.34310;2;2;2;2
0.34320;2;2;2;2
0.34330;2;2;2;2
0.34340;2;2;2;2
0.34350;2;2;2;2
0.34360;2;2;2;2
0.34370;2;2;2;2
0.34380;2;2;2;2
0.34390;2;2;2;2
0.34400;2;2;2;2
0.34410;2;2;2;2
0.34420;2;2;2;2
0.34430;2;2;2;2
0.34440;2;2;2;2
0.34450;2;2;2;2
0.34460;2;2;2;2
0.34470;2;2;2;2
0.34480;2;2;2;2
0.34490;2;2;2;2
0.34500;2;2;2;2
0.34510;2;2;2;2
0.34520;2;2;2;2
0.34530;2;2;2;2
0.34540;2;2;2;2
0.34550;2;2;2;2
0.34560;2;2;2;2
0.34570;2;2;2;2
0.34580;2;2;2;2
0.34590;2;2;2;2
0.34600;2;2;2;2
0.34610;2;2;2;2
0.34620;2;2;2;2
0.34630;2;2;2;2
0.34640;2;2;2;2
0.34650;2;2;2;2
0.34660;2;2;2;2
0.34670;2;2;2;2
0.34680;2;2;2;2
0.34690;2;2;2;2
0.34700;2;2;2;2
0.34710;2;2;2;2
0.34720;2;2;2;2
0.34730;2;2;2;2
0.34740;2;2;2;2
0.34750;2;2;2;2
0.34760;2;2;2;2
0.34770;2;2;2;2
0.34780;2;2;2;2
0.34790;2;2;2;2
0.34800;2;2;2;2
0.34810;2;2;2;2
0.34820;2;2;2;2
0.34830;2;2;2;2
0.34840;2;2;2;2
0.34850;2;2;2;2
0.34860;2;2;2;2
0.34870;2;2;2;2
0.34880;2;2;2;2
0.34890;2;2;2;2
0.34900;2;2;2;2
0.34910;2;2;2;2
0.34920;2;2;2;2
0.34930;2;2;2;2
0.34940;2;2;2;2
0.34950;2;2;2;2
0.34960;2;2;2;2
0.34970;2;2;2;2
0.34980;2;2;2;2
0.34990;2;2;2;2
0.35000;2;2;2;2
0.35010;2;2;2;2
0.35020;2;2;2;2
0.35030;2;2;2;2
0.35040;2;2;2;2
0.35050;2;2;2;2
0.35060;2;2;2;2
0.35070;2;2;2;2
0.35080;2;2;2;2
0.35090;2;2;2;2
0.35100;2;2;2;2
0.35110;2;2;2;2
0.35120;2;2;2;2
0.35130;2;2;2;2
0.35140;2;2;2;2
0.35150;2;2;2;2
0.35160;2;2;2;2
0.35170;2;2;2;2
0.35180;2;2;2;2
0.35190;2;2;2;2
0.35200;2;2;2;2
0.35210;2;2;2;2
0.35220;2;2;2;2
0.35230;2;2;2;2
0.35240;2;2;2;2
0.35250;2;2;2;2
0.35260;2;2;2;2
0.35270;2;2;2;2
0.35280;2;2;2;2
0.35290;2;2;2;2
0.35300;2;2;2;2
0.35310;2;2;2;2
0.35320;2;2;2;2
0.35330;2;2;2;2
0.35340;2;2;2;2
0.35350;2;2;2;2
0.35360;2;2;2;2
0.35370;2;2;2;2
0.35380;2;2;2;2
0.35390;2;2;2;2
0.35400;2;2;2;2
0.35410;2;2;2;2
0.35420;2;2;2;2
0.35430;2;2;2;2
0.35440;2;2;2;2
0.35450;2;2;2;2
0.35460;2;2;2;2
0.35470;2;2;2;2
0.35480;2;2;2;2
0.35490;2;2;2;2
0.35500;2;2;2;2
0.35510;2;2;2;2
0.35520;2;2;2;2
0.35530;2;2;2;2
0.35540;2;2;2;2
0.35550;2;2;2;2
0.35560;2;2;2;2
0.35570;2;2;2;2
0.35580;2;2;2;2
0.35590;2;2;2;2
0.35600;2;2;2;2
0.35610;2;2;2;2
0.35620;2;2;2;2
0.35630;2;2;2;2
0.35640;2;2;2;2
0.35650;2;2;2;2
0.35660;2;2;2;2
0.35670;2;2;2;2
0.35680;2;2;2;2
0.35690;2;2;2;2
0.35700;2;2;2;2
0.35710;2;2;2;2
0.35720;2;2;2;2
0.35730;2;2;2;2
0.35740;2;2;2;2
0.35750;2;2;2;2
0.35760;2;2;2;2
0.35770;2;2;2;2
0.35780;2;2;2;2
0.35790;2;2;2;2
0.35800;2;2;2;2
0.35810;2;2;2;2
0.35820;2;2;2;2
0.35830;2;2;2;2
0.35840;2;2;2;2
0.35850;2;2;2;2
0.35860;2;2;2;2
0.35870;2;2;2;2
0.35880;2;2;2;2
0.35890;2;2;2;2
0.35900;2;2;2;2
0.35910;2;2;2;2
0.35920;2;2;2;2
0.35930;2;2;2;2
0.35940;2;2;2;2
0.35950;2;2;2;2
0.35960;2;2;2;2
0.35970;2;2;2;2
0.35980;2;2;2;2
0.35990;2;2;2;2
0.36000;2;2;2;2
0.36010;2;2;2;2
0.36020;2;2;2;2
0.36030;2;2;2;2
0.36040;2;2;2;2
0.36050;2;2;2;2
0.36060;2;2;2;2
0.36070;2;2;2;2
0.36080;2;2;2;2
0.36090;2;2;2;2
0.36100;2;2;2;2
0.36110;2;2;2;2
0.36120;2;2;2;2
0.36130;2;2;2;2
0.36140;2;2;2;2
0.36150;2;2;2;2
0.36160;2;2;2;2
0.36170;2;2;2;2
0.36180;2;2;2;2
0.36190;2;2;2;2
0.36200;2;2;2;2
0.36210;2;2;2;2
0.36220;2;2;2;2
0.36230;2;2;2;2
0.36240;2;2;2;2
0.36250;2;2;2;2
0.36260;2;2;2;2
0.36270;2;2;2;2
0.36280;2;2;2;2
0.36290;2;2;2;2
0.36300;2;2;2;2
0.36310;2;2;2;2
0.36320;2;2;2;2
0.36330;2;2;2;2
0.36340;2;2;2;2
0.36350;2;2;2;2
0.36360;2;2;2;2
0.36370;2;2;2;2
0.36380;2;2;2;2
0.36390;2;2;2;2
0.36400;2;2;2;2
0.36410;2;2;2;2
0.36420;2;2;2;2
0.36430;2;2;2;2
0.36440;2;2;2;2
0.36450;2;2;2;2
0.36460;2;2;2;2
0.36470;2;2;2;2
0.36480;2;2;2;2
0.36490;2;2;2;2
0.36500;2;2;2;2
0.36510;2;2;2;2
0.36520;2;2;2;2
0.36530;2;2;2;2
0.36540;2;2;2;2
0.36550;2;2;2;2
0.36560;2;2;2;2
0.36570;2;2;2;2
0.36580;2;2;2;2
0.36590;2;2;2;2
0.36600;2;2;2;2
0.36610;2;2;2;2
0.36620;2;2;2;2
0.36630;2;2;2;2
0.36640;2;2;2;2
0.36650;2;2;2;2
0.36660;2;2;2;2
0.36670;1;2;2;2
0.36680;1;2;2;2
0.36690;1;2;2;2
0.36700;1;2;2;2
0.36710;1;2;2;2
0.36720;1;2;2;2
0.36730;1;2;2;2
0.36740;1;2;2;2
0.36750;1;2;2;2
0.36760;1;2;2;2
0.36770;1;2;2;2
0.36780;1;2;2;2
0.36790;1;2;2;2
0.36800;1;2;2;2
0.36810;1;2;2;2
0.36820;2;2;2;2
0.36830;2;2;2;2
0.36840;2;2;2;2
0.36850;2;2;2;2
0.36860;2;2;2;2
0.36870;2;2;2;2
0.36880;2;2;2;2
0.36890;2;2;2;2
0.36900;2;2;2;2
0.36910;2;2;2;2
0.36920;2;2;2;2
0.36930;2;2;2;2
0.36940;2;2;2;2
0.36950;2;2;2;2
0.36960;2;2;2;2
0.36970;2;2;2;2
0.36980;2;2;2;2
0.36990;2;2;2;2
0.37000;2;2;2;2
0.37010;2;2;2;2
0.37020;2;2;2;2
0.37030;2;2;2;2
0.37040;2;2;2;2
0.37050;2;2;2;2
0.37060;2;2;2;2
0.37070;2;2;2;2
0.37080;2;2;2;2
0.37090;2;2;2;2
0.37100;2;2;2;2
0.37110;2;2;2;2
0.37120;2;2;2;2
0.37130;2;2;2;2
0.37140;2;2;2;2
0.37150;2;2;2;2
0.37160;2;2;2;2
0.37170;2;2;2;2
0.37180;2;2;2;2
0.37190;2;2;2;2
0.37200;2;2;2;2
0.37210;2;2;2;2
0.37220;2;2;2;2
0.37230;2;2;2;2
0.37240;2;2;2;2
0.37250;2;2;2;2
0.37260;2;2;2;2
0.37270;2;2;2;2
0.37280;2;2;2;2
0.37290;2;2;2;2
0.37300;2;2;2;2
0.37310;2;2;2;2
0.37320;2;2;2;2
0.37330;2;2;2;2
0.37340;2;2;2;2
0.37350;2;2;2;2
0.37360;2;2;2;2
0.37370;2;2;2;2
0.37380;2;2;2;2
0.37390;2;2;2;2
0.37400;2;2;2;2
0.37410;2;2;2;2
0.37420;2;2;2;2
0.37430;2;2;2;2
0.37440;2;2;2;2
0.37450;2;2;2;2
0.37460;2;2;2;2
0.37470;2;2;2;2
0.37480;2;2;2;2
0.37490;2;2;2;2
0.37500;2;2;2;2
0.37510;2;2;2;2
0.37520;2;2;2;2
0.37530;2;2;2;2
0.37540;2;2;2;2
0.37550;2;2;2;2
0.37560;2;2;2;2
0.37570;2;2;2;2
0.37580;2;2;2;2
0.37590;2;2;2;2
0.37600;2;2;2;2
0.37610;2;2;2;2
0.37620;2;2;2;2
0.37630;2;2;2;2
0.37640;2;2;2;2
0.37650;2;2;2;2
0.37660;2;2;2;2
0.37670;2;2;2;2
0.37680;2;2;2;2
0.37690;2;2;2;2
0.37700;2;2;2;2
0.37710;2;2;2;2
0.37720;2;2;2;2
0.37730;2;2;2;2
0.37740;2;2;2;2
0.37750;2;2;2;2
0.37760;2;2;2;2
0.37770;2;2;2;2
0.37780;2;2;2;2
0.37790;2;2;2;2
0.37800;2;2;2;2
0.37810;2;2;2;2
0.37820;2;2;2;2
0.37830;2;2;2;2
0.37840;2;2;2;2
0.37850;2;2;2;2
0.37860;2;2;2;2
0.37870;2;2;2;2
0.37880;2;2;2;2
0.37890;2;2;2;2
0.37900;2;2;2;2
0.37910;2;2;2;2
0.37920;2;2;2;2
0.37930;2;2;2;2
0.37940;2;2;2;2
0.37950;2;2;2;2
0.37960;2;2;2;2
0.37970;2;2;2;2
0.37980;2;2;2;2
0.37990;2;2;2;2
0.38000;2;2;2;2
0.38010;2;2;2;2
0.38020;2;2;2;2
0.38030;2;2;2;2
0.38040;2;2;2;2
0.38050;2;2;2;2
0.38060;2;2;2;2
0.38070;2;2;2;2
0.38080;2;2;2;2
0.38090;2;2;2;2
0.38100;2;2;2;2
0.38110;2;2;2;2
0.38120;2;2;2;2
0.38130;2;2;2;2
0.38140;2;2;2;2
0.38150;2;2;2;2
0.38160;2;2;2;2
0.38170;2;2;2;2
0.38180;2;2;2;2
0.38190;2;2;2;2
0.38200;2;2;2;2
0.38210;2;2;2;2
0.38220;2;2;2;2
0.38230;2;2;2;2
0.38240;2;2;2;2
0.38250;2;2;2;2
0.38260;2;2;2;2
0.38270;2;2;2;2
0.38280;2;2;2;2
0.38290;2;2;2;2
0.38300;2;2;2;2
0.38310;2;2;2;2
0.38320;2;2;2;2
0.38330;2;2;2;2
0.38340;2;2;2;2
0.38350;2;2;2;2
0.38360;2;2;2;2
0.38370;2;2;2;2
0.38380;2;2;2;2
0.38390;2;2;2;2
0.38400;2;2;2;2
0.38410;2;2;2;2
0.38420;2;2;2;2
0.38430;2;2;2;2
0.38440;2;2;2;2
0.38450;2;2;2;2
0.38460;2;2;2;2
0.38470;2;2;2;2
0.38480;2;2;2;2
0.38490;2;2;2;2
0.38500;2;2;2;2
0.38510;2;2;2;2
0.38520;2;2;2;2
0.38530;2;2;2;2
0.38540;2;2;2;2
0.38550;2;2;2;2
0.38560;2;2;2;2
0.38570;2;2;2;2
0.38580;2;2;2;2
0.38590;2;2;2;2
0.38600;2;2;2;2
0.38610;2;2;2;2
0.38620;2;2;2;2
0.38630;2;2;2;2
0.38640;2;2;2;2
0.38650;2;2;2;2
0.38660;2;2;2;2
0.38670;2;2;2;2
0.38680;2;2;2;2
0.38690;2;2;2;2
0.38700;2;2;2;2
0.38710;2;2;2;2
0.38720;2;2;2;2
0.38730;2;2;2;2
0.38740;2;2;2;2
0.38750;2;2;2;2
0.38760;2;2;2;2
0.38770;2;2;2;2
0.38780;2;2;2;2
0.38790;2;2;2;2
0.38800;2;2;2;2
0.38810;2;2;2;2
0.38820;2;2;2;2
0.38830;2;2;2;2
0.38840;2;2;2;2
0.38850;2;2;2;2
0.38860;2;2;2;2
0.38870;2;2;2;2
0.38880;2;2;2;2
0.38890;2;2;2;2
0.38900;2;2;2;2
0.38910;2;2;2;2
0.38920;2;2;2;2
0.38930;2;2;2;2
0.38940;2;2;2;2
0.38950;2;2;2;2
0.38960;2;2;2;2
0.38970;2;2;2;2
0.38980;2;2;2;2
0.38990;2;2;2;2
0.39000;2;2;2;2
0.39010;2;2;2;2
0.39020;2;2;2;2
0.39030;2;2;2;2
0.39040;2;1;2;2
0.39050;2;1;2;2
0.39060;2;2;2;2
0.39070;2;2;2;2
0.39080;2;2;2;2
0.39090;2;2;2;2
0.39100;2;2;2;2
0.39110;2;2;2;2
0.39120;2;2;2;2
0.39130;2;2;2;2
0.39140;2;2;2;2
0.39150;2;2;2;2
0.39160;2;2;2;2
0.39170;2;2;2;2
0.39180;2;2;2;2
0.39190;2;2;2;2
0.39200;2;2;2;2
0.39210;2;2;2;2
0.39220;2;2;2;2
0.39230;2;2;2;2
0.39240;2;2;2;2
0.39250;2;2;2;2
0.39260;2;2;2;2
0.39270;2;2;2;2
0.39280;2;2;2;2
0.39290;2;2;2;2
0.39300;2;2;2;2
0.39310;2;2;2;2
0.39320;2;2;2;2
0.39330;2;2;2;2
0.39340;2;2;2;2
0.39350;2;2;2;2
0.39360;2;2;2;2
0.39370;2;2;2;2
0.39380;2;2;2;2
0.39390;2;2;2;2
0.39400;2;2;2;2
0.39410;2;2;2;2
0.39420;2;2;2;2
0.39430;2;2;2;2
0.39440;2;2;2;2
0.39450;2;2;2;2
0.39460;2;2;2;2
0.39470;2;2;2;2
0.39480;2;2;2;2
0.39490;2;2;2;2
0.39500;2;2;2;2
0.39510;2;2;2;2
0.39520;2;2;2;2
0.39530;2;2;2;2
0.39540;2;2;2;2
0.39550;2;2;2;2
0.39560;2;2;2;2
0.39570;2;2;2;2
0.39580;2;2;2;2
0.39590;2;2;2;2
0.39600;2;2;2;2
0.39610;2;2;2;2
0.39620;2;2;2;2
0.39630;2;2;2;2
0.39640;2;2;2;2
0.39650;2;2;2;2
0.39660;2;2;2;2
0.39670;2;2;2;2
0.39680;2;2;2;2
0.39690;2;2;2;2
0.39700;2;2;2;2
0.39710;2;2;2;2
0.39720;2;2;2;2
0.39730;2;2;2;2
0.39740;2;2;2;2
0.39750;2;2;2;2
0.39760;2;2;2;2
0.39770;2;2;2;2
0.39780;2;2;2;2
0.39790;2;2;2;2
0.39800;2;2;2;2
0.39810;2;2;2;2
0.39820;2;2;2;2
0.39830;2;2;2;2
0.39840;2;2;2;2
0.39850;2;2;2;2
0.39860;2;2;2;2
0.39870;2;2;2;2
0.39880;2;2;2;2
0.39890;2;2;2;2
0.39900;2;2;2;2
0.39910;2;2;2;2
0.39920;2;2;2;2
0.39930;2;2;2;2
0.39940;2;2;2;2
0.39950;2;2;2;2
0.39960;2;2;2;2
0.39970;2;2;2;2
0.39980;2;2;2;2
0.39990;2;2;2;2
0.40000;1;2;2;2
0.40010;1;2;2;2
0.40020;1;2;2;2
0.40030;1;2;2;2
0.40040;1;2;2;2
0.40050;1;2;2;2
0.40060;1;2;2;2
0.40070;1;2;2;2
0.40080;1;2;2;2
0.40090;1;2;2;2
0.40100;1;2;2;2
0.40110;1;2;2;2
0.40120;1;2;2;2
0.40130;1;2;2;2
0.40140;1;2;2;2
0.40150;1;2;2;2
0.40160;1;2;2;2
0.40170;1;2;2;2
0.40180;1;2;2;2
0.40190;2;2;2;2
0.40200;2;2;2;2
0.40210;2;2;2;2
0.40220;2;2;2;2
0.40230;2;2;2;2
0.40240;2;2;2;2
0.40250;2;2;2;2
0.40260;2;2;2;2
0.40270;2;2;2;2
0.40280;2;2;2;2
0.40290;2;2;2;2
0.40300;2;2;2;2
0.40310;2;2;2;2
0.40320;2;2;2;2
0.40330;2;2;2;2
0.40340;2;2;2;2
0.40350;2;2;2;2
0.40360;2;2;2;2
0.40370;2;2;2;2
0.40380;2;2;2;2
0.40390;2;2;2;2
0.40400;2;2;2;2
0.40410;2;2;2;2
0.40420;2;2;2;2
0.40430;2;2;2;2
0.40440;2;2;2;2
0.40450;2;2;2;2
0.40460;2;2;2;2
0.40470;2;2;2;2
0.40480;2;2;2;2
0.40490;2;2;2;2
0.40500;2;2;2;2
0.40510;2;2;2;2
0.40520;2;2;2;2
0.40530;2;2;2;2
0.40540;2;2;2;2
0.40550;2;2;2;2
0.40560;2;2;2;2
0.40570;2;2;2;2
0.40580;2;2;2;2
0.40590;2;2;2;2
0.40600;2;2;2;2
0.40610;2;2;2;2
0.40620;2;2;2;2
0.40630;2;2;2;2
0.40640;2;2;2;2
0.40650;2;2;2;2
0.40660;2;2;2;2
0.40670;2;2;2;2
0.40680;2;2;2;2
0.40690;2;2;2;2
0.40700;2;2;2;2
0.40710;2;2;2;2
0.40720;2;2;2;2
0.40730;2;2;2;2
0.40740;2;2;2;2
0.40750;2;2;2;2
0.40760;2;2;2;2
0.40770;2;2;2;2
0.40780;2;2;2;2
0.40790;2;2;2;2
0.40800;2;2;2;2
0.40810;2;2;2;2
0.40820;2;2;2;2
0.40830;2;2;2;2
0.40840;2;2;2;2
0.40850;2;2;2;2
0.40860;2;2;2;2
0.40870;2;2;2;2
0.40880;2;2;2;2
0.40890;2;2;2;2
0.40900;2;2;2;2
0.40910;2;2;2;2
0.40920;2;2;2;2
0.40930;2;2;2;2
0.40940;2;2;2;2
0.40950;2;2;2;2
0.40960;2;2;2;2
0.40970;2;2;2;2
0.40980;2;2;2;2
0.40990;2;2;2;2
0.41000;2;2;2;2
0.41010;2;2;2;2
0.41020;2;2;2;2
0.41030;2;2;2;2
0.41040;2;2;2;2
0.41050;2;2;2;2
0.41060;2;2;2;2
0.41070;2;2;2;2
0.41080;2;2;2;2
0.41090;2;2;2;2
0.41100;2;2;2;2
0.41110;2;2;2;2
0.41120;2;2;2;2
0.41130;2;2;2;2
0.41140;2;2;2;2
0.41150;2;2;2;2
0.41160;2;2;2;2
0.41170;2;2;2;2
0.41180;2;2;2;2
0.41190;2;2;2;2
0.41200;2;2;2;2
0.41210;2;2;2;2
0.41220;2;2;2;2
0.41230;2;2;2;2
0.41240;2;2;2;2
0.41250;2;2;2;2
0.41260;2;2;2;2
0.41270;2;2;2;2
0.41280;2;2;2;2
0.41290;2;2;2;2
0.41300;2;2;2;2
0.41310;2;2;2;2
0.41320;2;2;2;2
0.41330;2;2;2;2
0.41340;2;2;2;2
0.41350;2;2;2;2
0.41360;2;2;2;2
0.41370;2;2;2;2
0.41380;2;2;2;2
0.41390;2;2;2;2
0.41400;2;2;2;2
0.41410;2;2;2;2
0.41420;2;2;2;2
0.41430;2;2;2;2
0.41440;2;2;2;2
0.41450;2;2;2;2
0.41460;2;2;2;2
0.41470;2;2;2;2
0.41480;2;2;2;2
0.41490;2;2;2;2
0.41500;2;2;2;2
0.41510;2;2;2;2
0.41520;2;2;2;2
0.41530;2;2;2;2
0.41540;2;2;2;2
0.41550;2;2;2;2
0.41560;2;2;2;2
0.41570;2;2;2;2
0.41580;2;2;2;2
0.41590;2;2;2;2
0.41600;2;2;2;2
0.41610;2;2;2;2
0.41620;2;2;2;2
0.41630;2;2;2;2
0.41640;2;2;2;2
0.41650;2;2;2;2
0.41660;2;2;2;2
0.41670;2;2;2;2
0.41680;2;2;2;2
0.41690;2;2;2;2
0.41700;2;2;2;2
0.41710;2;2;2;2
0.41720;2;2;2;2
0.41730;2;2;2;2
0.41740;2;2;2;2
0.41750;2;2;2;2
0.41760;2;2;2;2
0.41770;2;2;2;2
0.41780;2;2;2;2
0.41790;2;2;2;2
0.41800;2;2;2;2
0.41810;2;2;2;2
0.41820;2;2;2;2
0.41830;2;2;2;2
0.41840;2;2;2;2
0.41850;2;2;2;2
0.41860;2;2;2;2
0.41870;2;2;2;2
0.41880;2;2;2;2
0.41890;2;2;2;2
0.41900;2;2;2;2
0.41910;2;2;2;2
0.41920;2;2;2;2
0.41930;2;2;2;2
0.41940;2;2;2;2
0.41950;2;2;2;2
0.41960;2;2;2;2
0.41970;2;2;2;2
0.41980;2;2;2;2
0.41990;2;2;2;2
0.42000;2;2;2;2
0.42010;2;2;2;2
0.42020;2;2;2;2
0.42030;2;2;2;2
0.42040;2;2;2;2
0.42050;2;2;2;2
0.42060;2;2;2;2
0.42070;2;2;2;2
0.42080;2;2;2;2
0.42090;2;2;2;2
0.42100;2;2;2;2
0.42110;2;2;2;2
0.42120;2;2;2;2
0.42130;2;2;2;2
0.42140;2;2;2;2
0.42150;2;2;2;2
0.42160;2;2;2;2
0.42170;2;2;2;2
0.42180;2;2;2;2
0.42190;2;2;2;2
0.42200;2;2;2;2
0.42210;2;2;2;2
0.42220;2;2;2;2
0.42230;2;2;2;2
0.42240;2;2;2;2
0.42250;2;2;2;2
0.42260;2;2;2;2
0.42270;2;2;2;2
0.42280;2;2;2;2
0.42290;2;2;2;2
0.42300;2;2;2;2
0.42310;2;2;2;2
0.42320;2;2;2;2
0.42330;2;2;2;2
0.42340;2;2;2;2
0.42350;2;2;2;2
0.42360;2;2;2;2
0.42370;2;2;2;2
0.42380;2;2;2;2
0.42390;2;2;2;2
0.42400;2;2;2;2
0.42410;2;2;2;2
0.42420;2;2;2;2
0.42430;2;2;2;2
0.42440;2;2;2;2
0.42450;2;2;2;2
0.42460;2;2;2;2
0.42470;2;2;2;2
0.42480;2;2;2;2
0.42490;2;2;2;2
0.42500;2;2;2;2
0.42510;2;2;2;2
0.42520;2;2;2;2
0.42530;2;2;2;2
0.42540;2;2;2;2
0.42550;2;2;2;2
0.42560;2;2;2;2
0.42570;2;2;2;2
0.42580;2;2;2;2
0.42590;2;2;2;2
0.42600;2;2;2;2
0.42610;2;2;2;2
0.42620;2;2;2;2
0.42630;2;2;2;2
0.42640;2;2;2;2
0.42650;2;2;2;2
0.42660;2;2;2;2
0.42670;2;2;2;2
0.42680;2;2;2;2
0.42690;2;2;2;2
0.42700;2;2;2;2
0.42710;2;2;2;2
0.42720;2;2;2;2
0.42730;2;2;2;2
0.42740;2;2;2;2
0.42750;2;2;2;2
0.42760;2;2;2;2
0.42770;2;2;2;2
0.42780;2;2;2;2
0.42790;2;2;2;2
0.42800;2;2;2;2
0.42810;2;2;2;2
0.42820;2;2;2;2
0.42830;2;2;2;2
