AF;Ext;Ranking;Grounded
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A3=0.6180257510729613733905579399141631, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A2), (A0,A0)]>;{A1};{A1=1, A2=0.4142135605326258864343655935921637, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{A1}
<{ A1, A2, A0 },[(A1,A2), (A0,A2)]>;{A1,A0};{A1=1, A2=0.3333333333333333333333333333333333, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A3), (A0,A2), (A1,A0)]>;{A1,A3};{A1=1, A2=0.4, A3=0.7142857142857142857142857142857143, A0=0.5};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A3), (A3,A0)]>;{A1,A3};{A1=1, A2=0.5, A3=0.6666666666666666666666666666666667, A0=0.4615384615384615384615384615384615};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A3)]>;{A2,A0};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=0.5944065774177619658804324781991853, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A1), (A0,A3)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4142135605326258864343655935921637, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A3), (A0,A1), (A3,A1)]>;{A2,A0};{A1=0.3874172185430463576158940397350993, A2=0.7207547169811320754716981132075472, A3=0.5811320754716981132075471698113207, A0=1};{A2,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A3)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A3,A1)]>;{A2,A0};{A1=0.4812096906917402289257392276662326, A2=0.6751471087073495732105949031353636, A3=0.5969817067384638035800567009073528, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A3,A2)]>;{A3,A0};{A1=0.6180257510729613733905579399141631, A2=0.4316731327573274140390653029005002, A3=0.6984646454461457617291838557022676, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A3,A2)]>;{A1,A3};{A1=1, A2=0.3660262891809908998988877654196158, A3=0.7320512820512820512820512820512821, A0=0.6180555555555555555555555555555556};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A3,A1)]>;{A1,A0};{A1=0.6956304068817543298224696745205227, A2=0.5897626634832185047806221814126114, A3=0.4375731132760947779195982044282432, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1)]>;{A2,A0};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A3,A2)]>;{A1,A3,A0};{A1=0.7071129707112970711297071129707113, A2=0.4142259414225941422594142259414226, A3=0.7071129707112970711297071129707113, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A3)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4772478360054888005124308835292080, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A0,A0), (A2,A3)]>;{A1};{A1=1, A2=0.5, A3=0.5000006811961259013927735990179877, A0=0.6180555555555555555555555555555556};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A3,A0)]>;{A1,A3};{A1=1, A2=0.5, A3=0.6666666666666666666666666666666667, A0=0.4683832903474123413282457780238581};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A3=0.6180257510729613733905579399141631, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A0)]>;{A1};{A1=1, A2=0.4142135731001354846655992117255820, A3=0.5, A0=0.6180555555555555555555555555555556};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A0), (A0,A0)]>;{A1};{A1=1, A2=0.5, A3=0.5, A0=0.5000108991825613079019073569482289};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A1)]>;{A2,A0};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=0.6180327868852459016393442622950820, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A1)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4772478360054888005124308835292080, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A2,A3)]>;{A3,A0};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A3=0.6769143289112159462191656870579126, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A2), (A0,A0), (A1,A0)]>;{A1};{A1=1, A2=0.5, A0=0.4142259414225941422594142259414226};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A0,A3)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.3819628647214854111405835543766578, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A0), (A2,A3)]>;{A1,A3};{A1=1, A2=0.4142135731001354846655992117255820, A3=0.7071068124474348191757779646761985, A0=0.6180555555555555555555555555555556};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A0,A0), (A2,A3)]>;{A1,A3};{A1=1, A2=0.5, A3=0.6666666666666666666666666666666667, A0=0.5000108991825613079019073569482289};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A0,A3)]>;{A1};{A1=1, A2=0.5, A3=0.4721485411140583554376657824933687, A0=0.6180555555555555555555555555555556};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A3,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.4472049689440993788819875776397515, A3=0.6180257510729613733905579399141631, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A3)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A2,A3)]>;{A1};{A1=1, A2=0.5, A3=0.4, A0=0.6180555555555555555555555555555556};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1)]>;{A2,A3,A0};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=0.6823178725614911278657787208368868, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A0,A3)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4142135605326258864343655935921637, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A1)]>;{A2,A0};{A1=0.3660245183887915936952714535901926, A2=0.7320441988950276243093922651933701, A3=0.5773480662983425414364640883977900, A0=1};{A2,A0}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A1)]>;{A2,A0};{A1=0.3660245183887915936952714535901926, A2=0.7320441988950276243093922651933701, A0=1};{A2,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A3)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.3819628647214854111405835543766578, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A3), (A3,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A0,A2)]>;{A1,A0};{A1=1, A2=0.3333333333333333333333333333333333, A3=0.4142259414225941422594142259414226, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A3), (A0,A2)]>;{A1,A0};{A1=1, A2=0.3333333333333333333333333333333333, A3=0.5351737776438983257727525702428531, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A3), (A0,A1), (A3,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A2,A3), (A0,A1), (A3,A2)]>;{A3,A0};{A1=0.5, A2=0.3836671173605907012178489022348137, A3=0.7227058284774677598823898456583932, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A1), (A3,A2)]>;{A3,A0};{A1=0.5, A2=0.3909794509455134801597392100826048, A3=0.6666666666666666666666666666666667, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A0,A0), (A2,A3), (A1,A0)]>;{A1,A3};{A1=1, A2=0.5, A3=0.6666666666666666666666666666666667, A0=0.3507839945163225087824522320281038};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A1,A0), (A3,A2)]>;{A1,A3};{A1=1, A2=0.3660245183887915936952714535901926, A3=0.7320441988950276243093922651933701, A0=0.4142134998513232233125185845970859};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A3), (A1,A0)]>;{A1};{A1=1, A2=0.5, A3=0.3333333333333333333333333333333333, A0=0.5};{A1}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A0), (A0,A0), (A1,A0)]>;{A1};{A1=1, A2=0.5, A3=0.5, A0=0.3507839945163225087824522320281038};{A1}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A2), (A0,A1), (A3,A2)]>;{A0};{A1=0.5, A2=0.3975410519720525117249050059910670, A3=0.6180555555555555555555555555555556, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A0), (A0,A1), (A3,A2)]>;{A3};{A1=0.6180257510729613733905579399141631, A2=0.3382576897038628380883338832643700, A3=1, A0=0.6180257510729613733905579399141631};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.3247103631376603598638825633464217, A2=0.7548630737833635051483261654113632, A3=1, A0=0.5};{A2,A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A3), (A0,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.3819628647214854111405835543766578, A3=0.4999925489903881976007749049996274, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A2,A3), (A0,A2)]>;{A1};{A1=1, A2=0.3819742489270386266094420600858369, A3=0.4198250728862973760932944606413994, A0=0.6180555555555555555555555555555556};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A0,A2), (A0,A3)]>;{A0};{A1=0.6180555555555555555555555555555556, A2=0.3819742489270386266094420600858369, A3=0.4142135731001354846655992117255820, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A3), (A0,A2)]>;{A1,A0};{A1=0.7320441988950276243093922651933701, A2=0.3660245183887915936952714535901926, A3=0.4766228066401039560080204469764120, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A2), (A3,A1)]>;{A1,A0};{A1=0.6716872774946775898981061135244800, A2=0.3742889358725263373327760971096244, A3=0.4887494137892446491143518440711502, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A2,A3), (A1,A0)]>;{A1};{A1=1, A2=0.5, A3=0.4, A0=0.4142259414225941422594142259414226};{A1}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A0,A1)]>;{A2,A0};{A1=0.4142114384748700173310225303292894, A2=0.7071005917159763313609467455621302, A0=1};{A2,A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A1), (A0,A1), (A3,A0)]>;{A2};{A1=0.4316731327573274140390653029005002, A2=0.6984646454461457617291838557022676, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A1), (A3,A0)]>;{A2};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=0.6180327868852459016393442622950820, A0=0.6180327868852459016393442622950820};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A3), (A3,A0)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4772478360054888005124308835292080, A0=0.6769143289112159462191656870579126};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A0,A1), (A3,A0)]>;{A2,A3};{A1=0.4375731132760947779195982044282432, A2=0.6956304068817543298224696745205227, A3=0.6956304068817543298224696745205227, A0=0.5897626634832185047806221814126114};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A3,A0), (A3,A1)]>;{A2};{A1=0.4772478360054888005124308835292080, A2=0.6769143289112159462191656870579126, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A3,A2)]>;{A1,A0};{A1=1, A2=0.3593080809237791340983480027366828, A3=0.4238569183260050296398944694325345, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A1), (A2,A3), (A3,A1)]>;{A2};{A1=0.4375731132760947779195982044282432, A2=0.6956304068817543298224696745205227, A3=0.5897626634832185047806221814126114, A0=0.5897626634832185047806221814126114};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A1,A0), (A3,A2)]>;{A1,A3};{A1=0.7071129707112970711297071129707113, A2=0.4142259414225941422594142259414226, A3=0.7071129707112970711297071129707113, A0=0.5857988165680473372781065088757396};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A1), (A3,A0)]>;{A2,A0};{A1=0.4293393777956115818839001741481202, A2=0.6996339509910748672426702296359679, A3=0.5883728642595386051275244981026967, A0=0.6295834465417088876584372434627990};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1), (A3,A0)]>;{A2,A3};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=0.6823178725614911278657787208368868, A0=0.5944065774177619658804324781991853};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A2), (A0,A0)]>;{A1};{A1=1, A2=0.4142135731001354846655992117255820, A0=0.6180555555555555555555555555555556};{A1}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A2), (A2,A3)]>;{A1,A0};{A1=1, A2=0.4142114384748700173310225303292894, A3=0.3604033923660373612328246884263599, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A2), (A0,A2)]>;{A1,A0};{A1=1, A2=0.3027759845061329890251775338928341, A3=0.4142259414225941422594142259414226, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A1), (A3,A1)]>;{A3,A0};{A1=0.3027756374648341605891734011862311, A2=0.5420375355591269176378421434102968, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A3), (A0,A2), (A3,A2)]>;{A1,A0};{A1=1, A2=0.2819483414624426130404647097450925, A3=0.5468435112371235413360733689040895, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A2), (A0,A1), (A3,A2)]>;{A3,A0};{A1=0.4238569183260050296398944694325345, A2=0.3593080809237791340983480027366828, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A3), (A3,A0)]>;{A2,A0};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=0.5944065774177619658804324781991853, A0=0.6271824844951591058311696447993440};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=0.6823178725614911278657787208368868, A0=0.5944065774177619658804324781991853};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A0,A3), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A0,A3)]>;{A1,A0};{A1=1, A2=0.4142259414225941422594142259414226, A3=0.2928994082840236686390532544378698, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A3), (A3,A0)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=0.6909722222222222222222222222222222};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A0,A0)]>;{A1};{A1=1, A2=0.5, A0=0.5000108991825613079019073569482289};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A1), (A3,A1), (A3,A2)]>;{A3,A0};{A1=0.3333333333333333333333333333333333, A2=0.3699300647438797380579802579372437, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A2), (A3,A2)]>;{A1,A0};{A1=1, A2=0.2909967845659163987138263665594855, A3=0.4364937388193202146690518783542039, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A3,A0), (A3,A1)]>;{A2,A0};{A1=0.4812096906917402289257392276662326, A2=0.6751471087073495732105949031353636, A3=0.5969817067384638035800567009073528, A0=0.6261985993308606836471455877395428};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A3), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A2), (A3,A2)]>;{A3,A0};{A1=0.6180555555555555555555555555555556, A2=0.2580004949828368975213467601508562, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A3,A1)]>;{A3,A0};{A1=0.3473009278920843897468892228180886, A2=0.5320996194624014029502958373036019, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A0,A2)]>;{A1,A0};{A1=1, A2=0.3027759845061329890251775338928341, A3=0.4342592592592592592592592592592593, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A3), (A0,A3), (A3,A1), (A1,A0)]>;{A1};{A1=0.6861471861471861471861471861471861, A2=0.5930776426566884939195509822263798, A3=0.4574368568755846585594013096351731, A0=0.5930776426566884939195509822263798};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A2), (A0,A2), (A3,A2)]>;{A1,A3,A0};{A1=0.8019448611500932344381646375925303, A2=0.2469824455638110494793933401270394, A3=1, A0=1};{A1,A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A3), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=0.6180257510729613733905579399141631};{}
<{ A1, A0 },[(A1,A0)]>;{A1};{A1=1, A0=0.5};{A1}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A1,A0)]>;{A1};{A1=1, A2=0.5, A0=0.4};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A3,A0), (A3,A1)]>;{A2,A0};{A1=0.4375731132760947779195982044282432, A2=0.6956304068817543298224696745205227, A3=0.5897626634832185047806221814126114, A0=0.6290356427224764027054933882639178};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A2), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.4142114384748700173310225303292894, A2=0.5224043715846994535519125683060109, A3=1, A0=0.5};{A2,A3}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A0,A1), (A0,A2)]>;{A0};{A1=0.5, A2=0.4, A3=0.5000108991825613079019073569482289, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A2), (A3,A0)]>;{A1,A0};{A1=1, A2=0.3699284009546539379474940334128878, A3=0.4219554030874785591766723842195540, A0=0.7032640949554896142433234421364985};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A1), (A3,A0), (A1,A0)]>;{A2,A3};{A1=0.4811849163930934241932077991068542, A2=0.6751188461875807481787657982931903, A3=1, A0=0.4030274315903556857388974350026093};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A1), (A3,A0)]>;{A2,A3};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=1, A0=0.3728074042321372158976196771779000};{A3}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A3), (A0,A2), (A1,A0)]>;{A1};{A1=1, A2=0.4, A3=0.5206472948803503534007347032192447, A0=0.5};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A0), (A2,A3), (A0,A2)]>;{A1,A0};{A1=1, A2=0.3660245183887915936952714535901926, A3=0.4226475279106858054226475279106858, A0=0.7320441988950276243093922651933701};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A0,A1), (A3,A0)]>;{A2,A3};{A1=0.4783270438092887978713410013198041, A2=0.6764551760843982228857093323102125, A3=1, A0=0.4142135731001354846655992117255820};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A3,A0), (A1,A0)]>;{A2,A3};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=1, A0=0.4055820149628419478873713435089483};{A3}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A0,A1)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.4142114384748700173310225303292894, A2=0.7071005917159763313609467455621302, A3=1, A0=0.3693931398416886543535620052770448};{A2,A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A2), (A1,A0)]>;{A1};{A1=1, A2=0.4, A3=0.4166666666666666666666666666666667, A0=0.5};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A1), (A0,A2)]>;{A3,A0};{A1=0.5, A2=0.4, A3=0.5263157894736842105263157894736842, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A0), (A3,A0)]>;{A2,A3};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=1, A0=0.4142135623189166951147991561846240};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A3,A0), (A3,A1), (A1,A0)]>;{A2,A3};{A1=0.4142114384748700173310225303292894, A2=0.7071005917159763313609467455621302, A3=1, A0=0.4142114384748700173310225303292894};{A2,A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A1,A3), (A2,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A3=0.4772478360054888005124308835292080, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A2), (A0,A0)]>;{A1};{A1=1, A2=0.4142135731001354846655992117255820, A3=0.4142135731001354846655992117255820, A0=0.6180555555555555555555555555555556};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A1), (A1,A0), (A3,A2)]>;{A3};{A1=0.6180257510729613733905579399141631, A2=0.3382576897038628380883338832643700, A3=1, A0=0.6180257510729613733905579399141631};{A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A2), (A0,A1), (A3,A2)]>;{A3,A0};{A1=0.5731887417984972876540528018813451, A2=0.3429271178003074240214030371349530, A3=1, A0=0.7446509513720600591185155622273694};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A1), (A3,A0), (A3,A2)]>;{A1,A3};{A1=0.6666666666666666666666666666666667, A2=0.3333379103903771952709846622818460, A3=1, A0=0.5};{A1,A3}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A0,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A1), (A0,A3), (A3,A2)]>;{A0};{A1=0.5, A2=0.4142091152815013404825737265415550, A3=0.5, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A1), (A0,A2), (A3,A0)]>;{A3};{A1=0.5000108991825613079019073569482289, A2=0.5000108991825613079019073569482289, A3=1, A0=0.5};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A0,A3), (A3,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.4953415264433860961015346888723785, A3=0.4007425305779081276370677789067014, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A2,A3), (A3,A1)]>;{A3,A0};{A1=0.4688842774560037493565211483992128, A2=0.5062972272189844439945467933074042, A3=0.6638933602292140329792159839446528, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A3,A1)]>;{A1,A0};{A1=0.6823178725614911278657787208368868, A2=0.4655617626703580843531289797873771, A3=0.4655617626703580843531289797873771, A0=1};{A0}
