AF;Ext;Ranking;Grounded
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A1), (A1,A0)]>;{A2,A3,A0};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=0.6823178725614911278657787208368868, A0=0.6823178725614911278657787208368868};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A2), (A1,A0)]>;{A1,A3};{A1=0.6956304068817543298224696745205227, A2=0.4375731132760947779195982044282432, A3=0.6956304068817543298224696745205227, A0=0.5897626634832185047806221814126114};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A3), (A0,A1)]>;{A2};{A1=0.4812096906917402289257392276662326, A2=0.6751471087073495732105949031353636, A3=0.5969817067384638035800567009073528, A0=0.5969817067384638035800567009073528};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A0,A0), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A1), (A2,A3), (A3,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4472049689440993788819875776397515};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A0,A0), (A2,A3)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4772478360054888005124308835292080, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A3,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A2), (A0,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A0), (A0,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A1), (A0,A0)]>;{A2};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=0.6180327868852459016393442622950820, A0=0.6180327868852459016393442622950820};{}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A1), (A0,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4772478360054888005124308835292080, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A0,A1), (A1,A0)]>;{A1};{A1=0.6823178725614911278657787208368868, A2=0.5944065774177619658804324781991853, A3=0.5944065774177619658804324781991853, A0=0.4655617626703580843531289797873771};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A3), (A0,A2), (A3,A1), (A1,A0)]>;{A3,A0};{A1=0.5919155344361353161704132084995381, A2=0.4504394311422131108338838924705838, A3=0.6894571932683874877999125351929746, A0=0.6281826308104169544788142498774451};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A0), (A2,A3)]>;{A3};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A3=0.6769143289112159462191656870579126, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A0), (A0,A1)]>;{A2};{A1=0.4316731327573274140390653029005002, A2=0.6984646454461457617291838557022676, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A0,A0), (A2,A3)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A0,A3)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A0,A0), (A3,A2)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4472049689440993788819875776397515, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A3,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A0), (A2,A3)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1), (A0,A0)]>;{A2,A3};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=0.6823178725614911278657787208368868, A0=0.6180327868852459016393442622950820};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A1), (A0,A0), (A2,A3)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A0,A1)]>;{A2};{A1=0.4316731327573274140390653029005002, A2=0.6984646454461457617291838557022676, A3=0.5887506031584106865902051734151920, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A0,A3)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A3), (A3,A1), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4472049689440993788819875776397515};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A1)]>;{A2};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A0=0.5944065774177619658804324781991853};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A1,A3), (A0,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.3819628647214854111405835543766578, A3=0.4772478360054888005124308835292080, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A3), (A0,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.3819628647214854111405835543766578, A3=0.5245157630795147258023596678879540, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A1), (A2,A3), (A0,A2)]>;{A1,A0};{A1=0.7320512820512820512820512820512821, A2=0.3660262891809908998988877654196158, A3=0.5279891869331633618720823447184865, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A1), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.3062302006335797254487856388595565, A2=0.7655701053976365378473331204088151, A3=1, A0=0.5};{A2,A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A1), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.3507806981951520069729347940429497, A2=0.7403108150967332699016809387884555, A3=1, A0=0.5};{A2,A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A2), (A0,A3), (A1,A0)]>;{A1};{A1=1, A2=0.4, A3=0.4, A0=0.5};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A2), (A3,A0), (A3,A2)]>;{A1,A0};{A1=1, A2=0.3157894736842105263157894736842105, A3=0.5, A0=0.6666666666666666666666666666666667};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A0,A1), (A3,A0)]>;{A2,A3};{A1=0.5256729415124533610346889402859298, A2=0.6554267001421946558129591215951258, A3=1, A0=0.3765793555684507705395768525189702};{A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A0), (A2,A3), (A0,A1), (A3,A2)]>;{A3};{A1=0.6180371352785145888594164456233422, A2=0.3680526054384295311563101728220418, A3=0.7309781145099841409534974748401909, A0=0.6180371352785145888594164456233422};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A1), (A0,A0), (A2,A3), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.3819558289892980161727053362559634};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A1), (A1,A0)]>;{A2,A0};{A1=0.4142259414225941422594142259414226, A2=0.7071129707112970711297071129707113, A0=0.7071129707112970711297071129707113};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A3), (A3,A1), (A1,A0)]>;{A1};{A1=0.7429703526352946207218836948321466, A2=0.5737452218212694239817900737143639, A3=0.3459769518932950145066828504430332, A0=0.5737452218212694239817900737143639};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A0,A0), (A2,A3), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A0), (A0,A1), (A3,A2)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.3819558289892980161727053362559634, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A0,A0), (A2,A3), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.3819558289892980161727053362559634};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A1,A0), (A3,A2)]>;{A3};{A1=0.6180257510729613733905579399141631, A2=0.4316731327573274140390653029005002, A3=0.6984646454461457617291838557022676, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A3), (A0,A3), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.3503649635036496350364963503649635, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.3532022489300346495448152485156373, A2=0.7389738131084987693761007163779477, A3=0.7389738131084987693761007163779477, A0=0.5750412887889771096982232617115976};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A2,A3), (A3,A1), (A1,A0)]>;{A1};{A1=0.6956304068817543298224696745205227, A2=0.5897626634832185047806221814126114, A3=0.4375731132760947779195982044282432, A0=0.4632234777669839842920627855916573};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A1), (A3,A0), (A3,A1)]>;{A2,A0};{A1=0.3383557768182469106382092298604157, A2=0.7471984863291056375595314943603542, A3=0.5723554298782513187753627587444429, A0=0.6359988027993069375553914759781855};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A1,A0), (A3,A2)]>;{A1,A3};{A1=0.7071129707112970711297071129707113, A2=0.4142259414225941422594142259414226, A3=0.7071129707112970711297071129707113, A0=0.4612038561595613931358023823083398};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A3), (A0,A3), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.3503649635036496350364963503649635, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A0), (A0,A0), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.3819558289892980161727053362559634};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A0,A1), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.3247253996162403324701706790666775, A2=0.7548880324855216640970607492568091, A3=0.7548880324855216640970607492568091, A0=0.5698484951833931281566306006066314};{}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A3), (A0,A3), (A3,A1), (A1,A0)]>;{A1};{A1=0.7187014312508995996464268759228277, A2=0.5818255283018969436860329966582185, A3=0.3913752253701320694432897947013616, A0=0.5818255283018969436860329966582185};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A1), (A2,A3), (A0,A2), (A3,A2)]>;{A1,A3,A0};{A1=0.7675954047273207447510893965403407, A2=0.3027862141819622342532681896210220, A3=0.7675954047273207447510893965403407, A0=0.7675954047273207447510893965403407};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1), (A0,A1), (A1,A0)]>;{A2,A3,A0};{A1=0.3532022489300346495448152485156373, A2=0.7389738131084987693761007163779477, A3=0.7389738131084987693761007163779477, A0=0.7389738131084987693761007163779477};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A3), (A3,A0), (A3,A1), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.3503649635036496350364963503649635};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A3,A1), (A1,A0), (A3,A2)]>;{A3};{A1=0.5897626634832185047806221814126114, A2=0.4375731132760947779195982044282432, A3=0.6956304068817543298224696745205227, A0=0.4825641633688785399105623400191434};{}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A2), (A0,A0), (A0,A1), (A3,A2)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.3819558289892980161727053362559634, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A1), (A3,A0), (A3,A1)]>;{A2};{A1=0.3680526054384295311563101728220418, A2=0.7309781145099841409534974748401909, A3=0.6180371352785145888594164456233422, A0=0.6180371352785145888594164456233422};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A2,A1), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.4472049689440993788819875776397515};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A1), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.3731253114398518197808161800806915, A2=0.7282525061596426556981828888799331, A3=0.7282525061596426556981828888799331, A0=0.5786090863799407852495993259792405};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A3), (A0,A3), (A3,A0)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.3349847025724159478743776601547160, A0=0.7490548581806979752453838655326448};{}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A1), (A2,A3), (A0,A3), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.3819558289892980161727053362559634, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A0), (A2,A3), (A0,A2)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4472049689440993788819875776397515, A3=0.4841930959904026494094587972897622, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A0,A0), (A0,A2), (A0,A3)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4472049689440993788819875776397515, A3=0.4772478360054888005124308835292080, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A0,A0), (A2,A3), (A0,A2)]>;{A1};{A1=0.6984646454461457617291838557022676, A2=0.4316731327573274140390653029005002, A3=0.4694342547121846003112685128330097, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A2), (A2,A3), (A0,A2)]>;{A1,A0};{A1=1, A2=0.3027756059421422986708365910867866, A3=0.3736327265675470509193933485551814, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A0,A1), (A3,A2)]>;{A3,A0};{A1=0.3660377358490566037735849056603773, A2=0.3660377358490566037735849056603773, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A2), (A0,A3), (A3,A2)]>;{A1,A0};{A1=1, A2=0.3027718550106609808102345415778252, A3=0.3027718550106609808102345415778252, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A2,A3), (A0,A2), (A3,A1)]>;{A1};{A1=0.6789078468210199219638066227060187, A2=0.4353705064276946292454611145719261, A3=0.4729887774889217128117992167017205, A0=0.6180371352785145888594164456233422};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A2,A1), (A0,A1)]>;{A2};{A1=0.4375731132760947779195982044282432, A2=0.6956304068817543298224696745205227, A0=0.5897626634832185047806221814126114};{}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A2), (A2,A3), (A3,A2)]>;{A1,A0};{A1=1, A2=0.3660377358490566037735849056603773, A3=0.3660377358490566037735849056603773, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A0,A2), (A0,A3)]>;{A1,A0};{A1=1, A2=0.3027718550106609808102345415778252, A3=0.3027718550106609808102345415778252, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A0), (A2,A3), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A0,A3), (A3,A2)]>;{A1,A0};{A1=1, A2=0.3744153536940483111838621278016130, A3=0.2963432252306667184436065476180567, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A2), (A0,A2), (A0,A3)]>;{A1,A0};{A1=1, A2=0.3027718550106609808102345415778252, A3=0.3027718550106609808102345415778252, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A0,A3), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4772478360054888005124308835292080, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A0), (A0,A0), (A0,A3), (A1,A0)]>;{A1};{A1=1, A2=0.5, A3=0.4253948462177888611803823773898587, A0=0.3507839945163225087824522320281038};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A1,A3), (A0,A1), (A0,A2)]>;{A0};{A1=0.4142134998513232233125185845970859, A2=0.4142134998513232233125185845970859, A3=0.5176264993266194951688870425806557, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A1), (A0,A3), (A3,A2)]>;{A0};{A1=0.5, A2=0.4293008365735703034640961714342717, A3=0.4, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A2), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.3462820058297427077783344850539570, A2=0.5416434516547622199390168786545393, A3=1, A0=0.5};{A2,A3}
<{ A1, A0 },[(A1,A1), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A2), (A0,A0), (A0,A1)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.4472049689440993788819875776397515};{}
<{ A1, A2, A0 },[(A1,A2), (A0,A0), (A0,A2), (A1,A0)]>;{A1};{A1=1, A2=0.4142114384748700173310225303292894, A0=0.4142114384748700173310225303292894};{A1}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A1), (A0,A2)]>;{A0};{A1=0.4142114384748700173310225303292894, A2=0.4142114384748700173310225303292894, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2)]>;{A0};{A1=0.5000228885328450446326390478370336, A2=0.5000228885328450446326390478370336, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A1)]>;{A2,A0};{A1=0.3247103631376603598638825633464217, A2=0.7548630737833635051483261654113632, A0=1};{A2,A0}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A2)]>;{A0};{A1=0.6180555555555555555555555555555556, A2=0.3382704362510992728958368091221555, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A2), (A2,A2), (A0,A0), (A1,A0)]>;{A1};{A1=1, A2=0.4142114384748700173310225303292894, A0=0.4142114384748700173310225303292894};{A1}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A0,A0), (A1,A0)]>;{A1};{A1=1, A2=0.5, A0=0.3507839945163225087824522320281038};{A1}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A2)]>;{A0};{A1=0.5213661747629008699577859058947915, A2=0.3966027002642897435332424513452045, A0=1};{A0}
<{ A1, A0 },[(A0,A0), (A1,A0)]>;{A1};{A1=1, A0=0.4142259414225941422594142259414226};{A1}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A1)]>;{A0};{A1=0.4142134998513232233125185845970859, A2=0.5176264993266194951688870425806557, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A0=0.6769143289112159462191656870579126};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A0,A1)]>;{A2};{A1=0.4812096906917402289257392276662326, A2=0.6751471087073495732105949031353636, A0=0.5969817067384638035800567009073528};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A0,A0), (A0,A2)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4472049689440993788819875776397515, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A2), (A0,A0), (A0,A2), (A1,A0)]>;{A1};{A1=1, A2=0.3604033923660373612328246884263599, A0=0.4142114384748700173310225303292894};{A1}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A0,A1)]>;{A0};{A1=0.3473009278920843897468892228180886, A2=0.5320996194624014029502958373036019, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A2), (A1,A0)]>;{A0};{A1=0.5079946733763686166985429985885402, A2=0.4606026134637451965405060302734902, A0=0.6631495784549991757317517298177434};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A0,A0), (A0,A2), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A0), (A0,A1), (A0,A2)]>;{};{A1=0.4772478360054888005124308835292080, A2=0.4772478360054888005124308835292080, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A2,A2), (A0,A0), (A0,A1)]>;{A1};{A1=0.6638933602292140329792159839446528, A2=0.4688842774560037493565211483992128, A0=0.5062972272189844439945467933074042};{}
<{ A1, A0 },[(A0,A1), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A0), (A1,A0)]>;{A2};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A0=0.5069492333608211623312920691717112};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A0,A0)]>;{};{A1=0.5000228885328450446326390478370336, A2=0.5000228885328450446326390478370336, A0=0.6180344478216818642350557244174265};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A1), (A0,A0)]>;{A2};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A0=0.4655617626703580843531289797873771};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A0), (A0,A1)]>;{A2};{A1=0.3680526054384295311563101728220418, A2=0.7309781145099841409534974748401909, A0=0.6180371352785145888594164456233422};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A2,A1), (A0,A0), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.3819558289892980161727053362559634};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A0), (A0,A1), (A1,A0)]>;{A2};{A1=0.4553421465782622080874357416557334, A2=0.6871354770121729394936525382576299, A0=0.5090721949694636993177766295782445};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A0), (A0,A2)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.3819558289892980161727053362559634, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A1,A0)]>;{A0};{A1=0.4999885559955139502414684946556499, A2=0.4999885559955139502414684946556499, A0=0.6666564941406250000000000000000000};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A1), (A1,A0)]>;{A2};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A0=0.4655617626703580843531289797873771};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A1), (A1,A0)]>;{A2,A0};{A1=0.3532022489300346495448152485156373, A2=0.7389738131084987693761007163779477, A0=0.7389738131084987693761007163779477};{}
